work_year;Experience_level_coded;employment_type_code;job_title_code;employee_residence;remote_ratio;company_location;company_size_numeric;salary_in_usd
2023;1;3;34;228;0;228;25;73900
2023;3;3;34;228;0;228;25;168400
2023;3;3;34;228;0;228;25;105200
2023;3;3;48;228;0;228;25;210000
2023;3;3;48;228;0;228;25;160000
2023;2;3;48;228;0;228;25;145000
2023;2;3;48;228;0;228;25;100000
2023;3;3;9;228;0;228;100;222200
2023;3;3;9;228;0;228;100;136000
2023;2;3;26;228;0;228;25;100000
2023;2;3;26;228;0;228;25;85000
2023;2;3;34;74;100;74;25;85066
2023;2;3;34;74;100;74;25;57723
2023;1;3;48;228;0;228;25;200000
2023;1;3;48;228;0;228;25;145000
2023;2;3;34;228;0;228;25;140000
2023;2;3;34;228;0;228;25;95000
2023;3;3;26;228;100;228;25;185000
2023;3;3;26;228;100;228;25;120250
2023;2;3;58;228;100;228;100;130000
2023;3;3;48;228;0;228;25;205000
2023;3;3;48;228;0;228;25;140000
2023;3;3;48;228;100;228;25;297300
2023;3;3;48;228;100;228;25;198200
2023;3;3;91;228;0;228;25;141288
2023;3;3;91;228;0;228;25;94192
2023;3;3;35;228;100;228;25;184000
2023;3;3;35;228;100;228;25;143000
2023;3;3;26;228;0;228;25;70000
2023;3;3;26;228;0;228;25;55000
2023;3;3;5;228;100;228;25;275300
2023;3;3;5;228;100;228;25;183500
2023;2;3;26;228;100;228;25;75000
2023;2;3;26;228;100;228;25;65000
2023;2;3;78;228;0;228;25;160000
2023;2;3;78;228;0;228;25;147000
2023;3;3;32;228;100;228;25;149040
2023;3;3;32;228;100;228;25;113900
2023;2;3;92;195;100;195;100;75020
2023;3;3;26;228;0;228;25;180180
2023;3;3;26;228;0;228;25;106020
2023;2;3;48;103;100;103;100;17022
2023;1;3;3;103;0;14;100;70000
2023;1;3;2;194;50;194;25;80000
2023;2;3;63;103;50;103;100;18238
2023;2;3;68;228;0;228;25;250000
2023;2;3;68;228;0;228;25;150000
2023;3;3;34;228;0;228;25;139500
2023;3;3;34;228;0;228;25;109400
2023;3;3;48;228;0;228;25;105000
2023;3;3;48;228;0;228;25;70000
2023;1;3;34;228;100;228;25;210914
2023;1;3;34;228;100;228;25;116704
2023;1;3;91;228;0;228;25;150000
2023;1;3;91;228;0;228;25;100000
2023;3;3;34;228;0;228;25;146000
2023;3;3;34;228;0;228;25;75000
2023;1;3;26;228;100;228;25;75000
2023;1;3;26;228;100;228;25;60000
2023;2;3;5;228;0;228;25;185700
2023;2;3;5;228;0;228;25;165000
2023;3;3;34;228;100;228;25;160000
2023;3;3;34;228;100;228;25;130000
2023;3;3;26;228;0;228;25;169000
2023;3;3;26;228;0;228;25;110600
2023;3;3;41;228;100;228;25;193000
2023;3;3;41;228;100;228;25;136850
2023;3;3;68;228;0;228;25;139500
2023;3;3;68;228;0;228;25;109400
2023;3;3;34;228;100;228;25;276000
2023;3;3;34;228;100;228;25;178500
2023;2;3;48;65;0;65;25;59020
2023;2;3;48;65;0;65;25;48289
2023;2;3;34;197;100;197;25;75116
2023;2;3;34;197;100;197;25;48289
2023;3;3;68;74;0;74;25;195652
2023;3;3;68;74;0;74;25;101228
2023;3;3;34;74;0;74;25;136956
2023;3;3;34;74;0;74;25;101228
2023;3;3;34;228;0;228;25;252000
2023;3;3;34;228;0;228;25;129000
2022;3;3;15;228;100;228;100;130000
2021;2;3;45;228;100;228;25;150000
2023;3;3;34;228;0;228;25;163800
2023;3;3;34;228;0;228;25;126000
2023;3;3;78;36;100;36;25;260000
2023;3;3;78;36;100;36;25;110000
2023;3;3;5;228;100;228;25;170000
2023;3;3;5;228;100;228;25;130000
2023;3;3;68;228;0;228;25;247500
2023;3;3;68;228;0;228;25;172200
2023;3;3;48;228;0;228;25;239748
2023;3;3;48;228;0;228;25;159832
2023;3;3;68;228;0;228;25;163800
2023;3;3;68;228;0;228;25;126000
2023;2;3;48;228;0;228;25;128750
2023;2;3;48;228;0;228;25;106250
2023;3;3;34;228;0;228;25;252000
2023;3;3;34;228;0;228;25;129000
2023;3;3;46;228;0;228;25;299500
2023;3;3;46;228;0;228;25;245100
2023;2;3;30;228;0;228;25;155000
2023;2;3;30;228;0;228;25;140000
2023;1;3;34;228;0;228;25;167500
2023;1;3;34;228;0;228;25;106500
2023;3;3;32;228;100;228;25;188500
2023;3;3;32;228;100;228;25;117000
2023;3;3;26;228;100;228;25;250000
2023;3;3;26;228;100;228;25;138000
2023;2;3;26;36;100;36;25;130000
2023;2;3;26;36;100;36;25;100000
2023;3;3;53;54;0;54;100;123405
2023;3;3;34;228;0;228;25;140000
2023;3;3;34;228;0;228;25;120000
2023;3;3;12;228;0;228;25;160000
2023;3;3;12;228;0;228;25;135000
2023;2;3;46;228;0;228;25;104500
2023;2;3;46;228;0;228;25;70000
2023;2;3;43;228;0;228;25;90000
2023;2;3;43;228;0;228;25;70000
2023;3;3;34;228;100;228;25;153600
2023;3;3;34;228;100;228;25;106800
2023;1;3;34;228;0;228;25;125000
2023;1;3;34;228;0;228;25;90000
2023;2;3;91;228;100;228;25;185000
2023;2;3;91;228;100;228;25;125000
2023;3;3;26;228;100;228;25;127000
2023;3;3;26;228;100;228;25;94000
2023;3;3;48;228;0;228;25;210550
2023;3;3;48;228;0;228;25;153300
2023;2;3;48;228;100;228;25;200000
2023;2;3;48;228;100;228;25;150000
2023;3;3;26;228;100;228;25;161500
2023;3;3;26;228;100;228;25;119500
2023;3;3;26;228;0;228;25;175000
2023;3;3;26;228;0;228;25;145000
2023;3;3;48;228;0;228;25;175000
2023;3;3;48;228;0;228;25;148750
2023;3;3;31;228;0;228;25;105000
2023;3;3;31;228;0;228;25;85000
2023;3;3;91;228;0;228;25;215000
2023;3;3;91;228;0;228;25;146300
2023;1;3;2;54;100;54;100;214618
2023;2;3;34;154;100;154;25;72000
2023;2;3;34;154;100;154;25;60000
2023;3;3;68;228;0;228;25;153400
2023;3;3;68;228;0;228;25;122700
2023;2;3;34;228;0;228;25;260000
2023;2;3;34;228;0;228;25;175000
2023;3;3;48;228;100;228;25;186300
2023;3;3;48;228;100;228;25;123900
2023;2;3;91;228;100;228;25;340000
2023;2;3;91;228;100;228;25;150000
2023;3;3;68;228;0;228;25;153400
2023;3;3;68;228;0;228;25;122700
2023;2;3;34;228;0;228;25;250000
2023;2;3;34;228;0;228;25;175000
2023;2;3;48;72;50;72;25;64385
2023;3;3;26;228;0;228;25;185900
2023;3;3;26;228;0;228;25;121700
2023;3;3;26;228;0;228;25;153600
2023;3;3;26;228;0;228;25;106800
2023;3;2;92;161;50;14;25;50000
2023;1;3;26;230;100;228;100;100000
2023;3;3;68;228;0;228;25;247500
2023;3;3;68;228;0;228;25;172200
2023;1;3;34;228;100;228;25;310000
2023;1;3;34;228;100;228;25;239000
2023;3;3;26;228;0;228;25;125000
2023;3;3;26;228;0;228;25;110000
2023;1;3;26;228;0;228;25;150000
2023;1;3;26;228;0;228;25;100000
2023;3;3;48;228;0;228;25;149076
2023;3;3;48;228;0;228;25;82365
2023;2;3;34;228;0;228;25;146000
2023;2;3;34;228;0;228;25;75000
2023;3;3;68;228;0;228;25;139500
2023;3;3;68;228;0;228;25;109400
2023;3;3;34;228;0;228;25;139500
2023;3;3;34;228;0;228;25;109400
2023;2;3;34;228;0;228;25;149600
2023;2;3;34;228;0;228;25;102000
2023;2;3;26;74;0;74;25;97218
2023;2;3;26;74;0;74;25;48609
2023;3;3;34;228;0;228;25;252000
2023;3;3;34;228;0;228;25;129000
2023;3;3;26;228;0;228;25;95000
2023;3;3;26;228;0;228;25;85500
2023;3;3;26;228;0;228;25;185900
2023;3;3;26;228;0;228;25;121700
2023;1;3;91;228;0;228;25;150000
2023;1;3;91;228;0;228;25;100000
2023;2;3;34;228;0;228;25;145000
2023;2;3;34;228;0;228;25;125000
2023;2;3;48;228;100;228;25;150000
2023;2;3;48;228;100;228;25;97750
2023;3;3;48;228;0;228;25;201000
2023;3;3;48;228;0;228;25;122000
2023;3;3;34;228;0;228;25;252000
2023;3;3;34;228;0;228;25;129000
2023;3;3;26;228;100;228;25;120000
2023;3;3;26;228;100;228;25;75000
2023;2;3;48;228;100;228;25;116990
2023;2;3;48;228;100;228;25;82920
2023;3;3;48;228;0;228;25;185900
2023;3;3;48;228;0;228;25;129300
2023;2;3;73;228;0;228;5;200000
2023;2;3;73;228;0;228;5;125000
2023;3;3;48;228;0;228;25;201000
2023;3;3;48;228;0;228;25;122000
2023;3;3;68;228;0;228;25;204500
2023;3;3;68;228;0;228;25;142200
2023;3;3;38;228;0;228;25;155000
2023;3;3;38;228;0;228;25;140000
2023;2;3;69;228;0;228;25;205920
2023;2;3;69;228;0;228;25;171600
2023;3;3;34;228;100;228;25;121500
2023;3;3;34;228;100;228;25;78000
2023;2;3;34;228;0;228;25;154000
2023;2;3;34;228;0;228;25;116000
2023;3;3;48;228;0;228;25;190000
2023;3;3;48;228;0;228;25;136000
2023;2;3;26;74;100;74;25;78990
2023;2;3;26;74;100;74;25;43809
2023;3;3;26;228;0;228;25;180000
2023;3;3;26;228;0;228;25;110000
2023;3;3;48;228;100;228;25;275300
2023;3;3;48;228;100;228;25;183000
2023;3;3;34;228;0;228;25;170000
2023;3;3;34;228;0;228;25;140000
2023;3;3;34;228;0;228;25;154000
2023;3;3;34;228;0;228;25;116000
2023;3;3;34;228;100;228;25;160000
2023;3;3;34;228;100;228;25;130000
2023;2;3;34;228;0;228;25;200000
2023;2;3;34;228;0;228;25;120000
2023;3;3;48;228;100;228;25;175000
2023;3;3;48;228;100;228;25;160000
2023;2;3;34;74;0;74;25;127599
2023;2;3;34;74;0;74;25;103294
2023;3;3;34;228;0;228;25;153600
2023;3;3;34;228;0;228;25;106800
2023;1;3;26;228;100;228;25;85000
2023;1;3;26;228;100;228;25;75000
2023;3;3;48;228;0;228;25;225000
2023;3;3;48;228;0;228;25;156400
2023;3;3;5;228;0;228;25;150000
2023;3;3;5;228;0;228;25;120000
2023;3;3;68;228;0;228;25;163800
2023;3;3;68;228;0;228;25;126000
2023;3;3;26;228;100;228;25;145000
2023;3;3;26;228;100;228;25;90000
2023;3;3;68;228;0;228;25;204500
2023;3;3;68;228;0;228;25;142200
2023;3;3;26;228;0;228;25;95000
2023;3;3;26;228;0;228;25;85500
2023;3;3;34;228;0;228;25;167500
2023;3;3;34;228;0;228;25;106500
2023;3;3;34;228;0;228;25;163800
2023;3;3;34;228;0;228;25;126000
2023;2;3;30;228;0;228;25;155000
2023;2;3;30;228;0;228;25;140000
2023;3;3;91;228;0;228;25;250000
2023;3;3;91;228;0;228;25;200000
2023;3;3;48;228;0;228;25;260000
2023;3;3;48;228;0;228;25;186000
2023;3;3;34;228;100;228;25;160000
2023;3;3;34;228;100;228;25;130000
2023;3;3;91;228;0;228;25;200000
2023;3;3;91;228;0;228;25;150000
2023;3;3;48;65;0;65;25;48289
2023;3;3;48;65;0;65;25;38631
2023;3;3;48;228;0;228;25;150000
2023;3;3;48;228;0;228;25;120000
2023;1;3;26;103;50;103;25;30000
2023;2;3;91;228;0;228;25;185000
2023;2;3;91;228;0;228;25;125000
2022;1;4;26;228;100;228;5;34320
2022;2;3;18;29;100;29;25;9289
2023;3;3;59;181;100;181;100;75116
2022;1;3;46;230;0;188;100;106000
2023;3;3;26;228;100;228;25;175000
2023;3;3;26;228;100;228;25;130000
2023;3;3;26;228;100;228;25;122000
2023;3;3;26;228;100;228;25;93800
2023;3;3;46;154;100;154;25;150000
2023;3;3;46;154;100;154;25;90000
2023;3;3;26;228;100;228;25;165000
2023;3;3;26;228;100;228;25;112000
2023;1;3;24;228;0;228;25;220000
2023;3;3;13;54;100;54;25;71897
2023;1;3;2;54;0;54;25;64385
2023;3;3;68;228;0;228;25;204500
2023;3;3;68;228;0;228;25;142200
2023;3;3;26;103;100;103;5;15806
2023;2;3;68;228;0;228;25;200000
2023;2;3;68;228;0;228;25;175000
2023;3;3;34;228;0;228;25;185900
2023;3;3;34;228;0;228;25;129300
2023;3;3;26;228;0;228;25;185900
2023;3;3;26;228;0;228;25;121700
2023;3;3;68;228;0;228;25;204500
2023;3;3;68;228;0;228;25;142200
2023;2;3;48;72;50;72;100;40000
2023;3;3;43;223;50;223;25;29453
2023;3;3;26;228;0;228;25;180180
2023;3;3;26;228;0;228;25;106020
2023;3;3;48;228;100;228;25;136000
2023;3;3;48;228;100;228;25;104000
2023;3;3;26;228;0;228;25;125000
2023;3;3;26;228;0;228;25;110000
2023;3;3;68;228;0;228;25;153400
2023;3;3;68;228;0;228;25;122700
2023;1;3;34;228;100;228;25;310000
2023;1;3;34;228;100;228;25;239000
2023;3;3;26;228;0;228;25;152380
2023;3;3;26;228;0;228;25;121904
2023;3;3;48;228;0;228;25;185900
2023;3;3;48;228;0;228;25;129300
2023;3;3;68;228;0;228;25;247500
2023;3;3;68;228;0;228;25;172200
2023;3;3;32;228;0;228;25;168400
2023;3;3;32;228;0;228;25;105200
2023;3;3;68;228;0;228;25;128280
2023;3;3;68;228;0;228;25;106900
2022;3;3;65;228;100;228;100;192000
2023;2;3;34;228;0;228;25;140000
2023;2;3;34;228;0;228;25;100000
2023;3;3;90;54;100;54;5;107309
2023;3;3;90;54;100;54;5;85847
2023;3;3;68;54;0;54;25;275000
2023;3;3;68;54;0;54;25;174000
2023;3;3;34;228;0;228;25;139500
2023;3;3;34;228;0;228;25;109400
2023;3;3;68;228;0;228;25;139500
2023;3;3;68;228;0;228;25;109400
2023;3;3;26;228;100;228;25;170500
2023;3;3;26;228;100;228;25;85000
2023;3;3;38;74;0;74;25;72946
2023;3;3;38;74;0;74;25;54365
2023;1;3;60;74;0;74;25;160288
2023;1;3;60;74;0;74;25;127467
2023;3;3;34;228;0;228;25;80000
2023;3;3;34;228;0;228;25;65000
2023;3;3;34;228;0;228;25;124740
2023;3;3;34;228;0;228;25;65488
2023;3;3;42;228;0;228;25;72200
2023;3;3;42;228;0;228;25;64980
2023;3;3;34;228;0;228;25;153600
2023;3;3;34;228;0;228;25;106800
2023;3;3;26;228;100;228;25;179975
2023;3;3;26;228;100;228;25;86466
2023;3;3;34;228;0;228;25;120000
2023;3;3;34;228;0;228;25;90000
2023;2;3;62;74;0;74;25;51039
2023;2;3;62;74;0;74;25;42533
2023;3;3;48;228;0;228;25;149076
2023;3;3;48;228;0;228;25;82365
2023;3;3;26;228;0;228;25;169000
2023;3;3;26;228;0;228;25;110600
2023;3;3;46;228;0;228;25;175000
2023;3;3;46;228;0;228;25;120000
2023;3;3;26;228;0;228;25;230000
2023;3;3;26;228;0;228;25;180000
2023;3;3;26;228;0;228;25;153600
2023;3;3;26;228;0;228;25;106800
2023;3;3;38;228;0;228;25;140000
2023;3;3;38;228;0;228;25;120000
2023;3;3;69;228;0;228;25;205920
2023;3;3;69;228;0;228;25;171600
2023;3;3;26;228;100;228;25;165000
2023;3;3;26;228;100;228;25;125000
2023;3;3;34;228;0;228;25;265000
2023;3;3;34;228;0;228;25;185000
2023;2;3;7;228;0;228;25;130000
2022;1;3;48;228;100;228;25;168000
2023;2;3;4;65;50;65;100;38631
2023;3;3;26;228;0;228;25;95000
2023;3;3;26;228;0;228;25;85500
2023;3;3;48;228;0;228;25;147100
2023;3;3;48;228;0;228;25;90700
2023;3;3;34;228;0;228;25;167580
2023;3;3;34;228;0;228;25;87980
2023;3;3;34;228;100;228;25;202000
2023;3;3;34;228;100;228;25;135000
2023;3;3;34;228;0;228;25;163800
2023;3;3;34;228;0;228;25;126000
2023;3;3;68;228;0;228;25;163800
2023;3;3;68;228;0;228;25;126000
2023;3;3;34;228;100;228;25;104000
2023;3;3;34;228;100;228;25;65000
2023;3;3;90;228;0;228;25;230000
2023;3;3;90;228;0;228;25;148000
2023;3;3;68;36;100;36;25;269000
2023;3;3;68;36;100;36;25;158000
2023;3;3;5;228;0;228;25;197000
2023;3;3;5;228;0;228;25;106000
2023;2;3;52;228;100;228;25;150000
2023;2;3;52;228;100;228;25;100000
2023;3;3;34;228;100;228;25;290000
2023;3;3;34;228;100;228;25;210000
2023;3;3;34;228;0;228;25;192000
2023;3;3;34;228;0;228;25;172800
2023;3;3;48;228;0;228;25;300240
2023;3;3;48;228;0;228;25;200160
2023;3;3;48;228;0;228;25;300240
2023;3;3;48;228;0;228;25;200160
2023;3;3;5;228;0;228;25;175000
2023;3;3;5;228;0;228;25;140000
2023;3;3;38;228;0;228;25;169000
2023;3;3;38;228;0;228;25;100000
2023;3;3;48;228;0;228;25;370000
2023;3;3;48;228;0;228;25;245000
2023;2;3;34;74;100;74;100;115447
2023;3;3;26;228;100;228;5;110000
2023;3;3;26;228;100;228;5;80000
2023;1;3;26;228;0;228;25;55000
2023;1;3;26;228;0;228;25;48000
2023;3;3;26;228;0;228;25;95000
2023;3;3;26;228;0;228;25;85000
2023;3;3;34;228;100;228;25;137500
2023;3;3;34;228;100;228;25;81500
2023;3;3;68;228;0;228;25;323300
2023;3;3;68;228;0;228;25;184700
2021;2;3;4;79;0;79;5;30000
2023;3;3;68;228;100;228;25;186000
2023;3;3;68;228;100;228;25;153088
2023;2;3;35;228;100;228;25;190000
2023;2;3;35;228;100;228;25;160000
2023;3;3;68;228;100;228;25;200000
2023;3;3;68;228;100;228;25;150000
2023;2;3;35;228;0;228;25;190000
2023;2;3;35;228;0;228;25;183310
2023;3;3;68;228;100;228;25;240000
2023;3;3;68;228;100;228;25;180000
2023;3;3;68;228;100;228;25;200000
2023;3;3;68;228;100;228;25;150000
2023;3;3;46;228;0;228;25;299500
2023;3;3;46;228;0;228;25;245100
2023;3;3;34;228;100;228;25;144000
2023;3;3;34;228;100;228;25;66000
2023;2;3;68;228;0;228;25;148500
2023;2;3;68;228;0;228;25;126277
2023;3;3;32;228;0;228;25;228000
2023;3;3;32;228;0;228;25;120000
2023;3;3;74;228;0;228;25;180000
2023;3;3;74;228;0;228;25;90000
2023;3;3;48;228;0;228;25;126500
2023;3;3;48;228;0;228;25;78000
2023;3;3;34;228;0;228;25;180000
2023;3;3;34;228;0;228;25;160000
2023;3;3;74;228;0;228;25;272000
2023;3;3;74;228;0;228;25;170000
2023;2;3;26;228;0;228;25;80000
2023;2;3;26;228;0;228;25;60000
2023;3;3;34;228;100;228;25;259000
2023;3;3;34;228;100;228;25;146000
2023;3;3;34;228;0;228;25;200000
2023;3;3;34;228;0;228;25;160000
2023;1;3;34;228;100;228;25;310000
2023;1;3;34;228;100;228;25;239000
2023;3;3;26;228;100;228;25;142000
2023;3;3;26;228;100;228;25;95000
2023;3;3;48;228;0;228;25;155000
2023;3;3;48;228;0;228;25;139500
2023;2;3;34;228;100;228;25;140000
2023;2;3;34;228;100;228;25;120000
2023;3;3;34;228;100;228;25;259000
2023;3;3;34;228;100;228;25;146000
2023;2;3;26;96;0;96;25;109371
2023;2;3;26;96;0;96;25;72914
2023;1;4;26;176;100;103;100;17779
2023;1;3;48;29;100;29;100;19522
2023;3;3;45;228;0;228;25;247500
2023;3;3;45;228;0;228;25;172200
2023;3;3;48;228;0;228;25;225000
2023;3;3;48;228;0;228;25;156400
2023;3;3;34;228;0;228;25;139500
2023;3;3;34;228;0;228;25;109400
2023;2;3;34;228;0;228;25;125000
2023;2;3;34;228;0;228;25;90000
2023;3;3;69;72;100;72;25;107309
2023;3;3;69;72;100;72;25;75116
2023;3;3;48;228;0;228;25;185900
2023;3;3;48;228;0;228;25;129300
2023;3;3;68;228;0;228;25;139500
2023;3;3;68;228;0;228;25;109400
2023;3;3;26;228;100;228;25;120000
2023;3;3;26;228;100;228;25;75000
2023;3;3;26;228;0;228;25;169000
2023;3;3;26;228;0;228;25;110600
2023;3;3;68;228;100;228;25;288000
2023;3;3;68;228;100;228;25;140000
2023;3;3;68;228;100;228;25;288000
2023;3;3;68;228;100;228;25;140000
2023;2;3;34;228;0;228;25;120000
2023;2;3;34;228;0;228;25;90000
2023;2;3;45;74;0;74;25;72914
2023;2;3;45;74;0;74;25;60761
2023;3;3;48;228;100;228;25;215050
2023;3;3;48;228;100;228;25;156400
2023;3;3;32;228;100;228;25;198000
2023;3;3;32;228;100;228;25;114000
2023;1;3;26;228;100;228;25;75000
2023;1;3;26;228;100;228;25;60000
2023;3;3;68;228;0;228;25;204500
2023;3;3;68;228;0;228;25;142200
2023;3;3;48;228;100;228;25;209300
2023;3;3;48;228;100;228;25;182200
2023;3;3;38;228;0;228;25;140000
2023;3;3;38;228;0;228;25;120000
2022;1;3;48;228;0;228;25;85000
2023;2;3;68;74;100;74;25;48609
2023;1;3;90;74;100;74;25;120000
2023;1;3;90;74;100;74;25;60000
2023;3;3;68;228;0;228;25;147100
2023;3;3;68;228;0;228;25;90700
2023;3;3;34;228;0;228;25;230000
2023;3;3;34;228;0;228;25;170000
2023;3;3;26;228;0;228;25;227000
2023;3;3;26;228;0;228;25;108000
2023;3;3;34;228;100;228;25;180000
2023;3;3;34;228;100;228;25;160000
2023;3;3;32;228;100;228;25;180000
2023;3;3;32;228;100;228;25;160000
2023;3;3;34;228;0;228;25;180000
2023;3;3;34;228;0;228;25;130000
2023;3;3;26;65;100;65;25;55800
2023;3;3;26;65;100;65;25;51508
2023;1;3;26;228;100;228;100;60000
2023;1;3;26;121;50;228;100;50000
2023;3;3;34;228;0;228;25;226700
2023;3;3;34;228;0;228;25;133300
2023;3;3;34;228;0;228;25;252000
2023;3;3;34;228;0;228;25;129000
2023;3;3;16;74;100;74;100;151902
2023;1;3;48;103;0;103;100;9727
2023;3;3;26;228;0;228;25;80000
2023;3;3;26;228;0;228;25;52500
2023;3;3;34;228;100;228;25;250000
2023;3;3;34;228;100;228;25;162500
2023;1;3;26;228;100;228;25;85000
2023;1;3;26;228;100;228;25;75000
2023;3;3;26;228;0;228;25;153600
2023;3;3;26;228;0;228;25;106800
2023;2;3;26;228;0;228;25;165000
2023;2;3;26;228;0;228;25;124000
2023;3;3;26;228;100;228;25;115934
2023;3;3;26;228;100;228;25;81666
2023;3;3;34;228;0;228;25;167580
2023;3;3;34;228;0;228;25;87980
2023;3;3;34;228;100;228;25;250000
2023;3;3;34;228;100;228;25;63000
2023;3;3;91;65;0;65;25;253750
2023;3;3;91;65;0;65;25;169200
2023;3;3;91;65;0;65;25;253750
2023;3;3;91;65;0;65;25;169200
2023;2;3;48;228;0;228;25;170000
2023;2;3;48;228;0;228;25;120000
2023;3;3;34;228;0;228;25;124740
2023;3;3;34;228;0;228;25;65488
2023;3;3;34;228;100;228;25;213580
2023;3;3;34;228;100;228;25;163625
2023;1;3;34;236;0;236;100;12000
2022;3;3;74;228;100;228;25;375000
2023;3;3;34;100;100;100;25;101943
2023;2;3;88;103;100;103;100;16414
2023;3;3;68;228;0;228;25;220000
2023;3;3;68;228;0;228;25;170000
2023;1;3;34;228;0;228;25;235000
2023;1;3;34;228;0;228;25;210000
2023;3;3;32;228;100;228;25;180000
2023;3;3;32;228;100;228;25;115000
2023;3;3;32;228;100;228;25;200000
2023;3;3;32;228;100;228;25;115000
2023;3;3;46;228;100;228;25;231250
2023;3;3;46;228;100;228;25;138750
2023;3;3;68;228;0;228;25;284310
2023;3;3;68;228;0;228;25;153090
2023;3;3;34;228;100;228;25;160000
2023;3;3;34;228;100;228;25;75000
2023;2;3;26;228;0;228;25;125000
2023;2;3;26;228;0;228;25;105000
2023;2;3;26;74;0;74;25;109371
2023;2;3;26;74;0;74;25;85066
2023;1;3;26;228;0;228;25;55000
2023;1;3;26;228;0;228;25;48000
2023;1;3;26;228;50;228;25;100000
2023;3;3;45;228;0;228;25;225900
2023;3;3;45;228;0;228;25;156400
2023;3;3;34;228;100;228;25;250000
2023;3;3;34;228;100;228;25;162500
2023;3;3;68;228;100;228;25;318300
2023;3;3;68;228;100;228;25;188800
2023;3;3;26;228;0;228;25;385000
2023;3;3;26;228;0;228;25;60000
2023;2;3;26;228;100;228;25;110000
2023;2;3;26;228;100;228;25;95000
2023;3;3;48;228;100;228;25;145000
2023;3;3;48;228;100;228;25;135000
2023;3;3;26;228;0;228;25;180180
2023;3;3;26;228;0;228;25;106020
2023;3;3;26;228;100;228;25;93919
2023;3;3;26;228;100;228;25;51962
2023;3;3;34;228;0;228;25;241871
2023;3;3;34;228;0;228;25;133832
2023;3;3;48;228;100;228;25;170000
2023;3;3;48;228;100;228;25;90000
2023;1;3;34;228;100;228;25;210914
2023;1;3;34;228;100;228;25;116704
2023;3;3;26;228;100;228;25;192500
2023;3;3;26;228;100;228;25;140000
2023;3;3;48;228;0;228;25;149076
2023;3;3;48;228;0;228;25;82365
2023;2;3;68;154;100;154;5;36000
2023;3;3;48;228;0;228;25;175000
2023;3;3;48;228;0;228;25;148750
2023;3;3;91;228;0;228;25;370000
2023;3;3;91;228;0;228;25;200000
2023;3;3;48;228;100;228;25;235000
2023;3;3;48;228;100;228;25;185000
2023;2;3;68;74;0;74;25;121523
2023;2;3;68;74;0;74;25;97218
2023;3;3;48;228;0;228;25;216100
2023;3;3;48;228;0;228;25;140800
2023;2;3;68;74;0;74;25;145828
2023;2;3;68;74;0;74;25;121523
2023;3;3;25;163;100;36;100;53654
2023;1;3;48;228;50;228;5;110000
2023;3;3;34;228;0;228;25;128000
2023;3;3;34;228;0;228;25;81500
2023;2;3;34;74;100;74;25;66837
2023;2;3;34;74;100;74;25;63192
2023;2;3;26;74;0;74;25;60761
2023;2;3;26;74;0;74;25;54685
2023;1;3;34;228;100;228;25;284000
2023;1;3;34;228;100;228;25;236000
2023;3;3;91;36;0;36;25;248100
2023;3;3;91;36;0;36;25;145900
2023;3;3;90;228;0;228;25;155850
2023;3;3;90;228;0;228;25;102544
2023;2;3;48;228;100;228;25;151410
2023;2;3;48;228;100;228;25;115360
2023;2;3;34;65;100;65;25;66531
2023;2;3;34;65;100;65;25;59020
2023;3;3;54;36;50;36;25;125686
2023;3;3;11;163;50;163;100;100000
2023;1;3;48;103;50;103;100;12767
2023;3;3;48;228;0;228;25;250000
2023;3;3;48;228;0;228;25;162500
2023;3;3;48;74;0;74;25;185000
2023;3;3;48;74;0;74;25;120250
2023;1;3;34;54;100;54;100;26827
2022;1;3;48;228;100;228;25;180000
2023;2;3;91;228;0;228;25;85000
2023;2;3;91;228;0;228;25;70000
2023;3;3;15;228;100;228;25;135000
2023;3;3;15;228;100;228;25;100000
2023;1;3;30;228;0;228;25;155000
2023;1;3;30;228;0;228;25;140000
2023;3;3;68;228;0;228;25;204500
2023;3;3;68;228;0;228;25;142200
2023;3;3;34;228;0;228;25;226700
2023;3;3;34;228;0;228;25;133300
2023;3;3;48;228;100;228;25;225000
2023;3;3;48;228;100;228;25;156400
2023;3;3;34;228;0;228;25;163800
2023;3;3;34;228;0;228;25;126000
2023;3;3;68;228;0;228;25;163800
2023;3;3;68;228;0;228;25;126000
2023;3;3;78;228;0;228;25;220000
2023;3;3;78;228;0;228;25;150000
2023;3;3;34;228;0;228;25;145000
2023;3;3;34;228;0;228;25;115000
2023;3;3;30;228;0;228;25;204500
2023;3;3;30;228;0;228;25;138900
2023;2;3;34;228;0;228;25;162500
2023;2;3;34;228;0;228;25;130000
2023;3;3;34;228;100;228;25;150000
2023;3;3;34;228;100;228;25;107000
2023;1;3;34;228;0;228;25;175000
2023;1;3;34;228;0;228;25;110000
2023;3;3;34;228;0;228;25;226700
2023;3;3;34;228;0;228;25;133300
2023;3;3;34;228;0;228;25;252000
2023;3;3;34;228;0;228;25;129000
2023;3;3;68;228;0;228;25;150000
2023;3;3;68;228;0;228;25;125000
2023;3;3;34;228;0;228;25;252000
2023;3;3;34;228;0;228;25;129000
2023;3;3;48;228;0;228;25;225000
2023;3;3;48;228;0;228;25;156400
2022;2;3;91;103;100;103;100;23000
2023;2;3;68;228;100;228;100;110000
2023;3;3;34;228;100;228;25;265000
2023;3;3;34;228;100;228;25;182750
2023;2;3;26;228;0;228;25;130000
