work_year;experience_level;employment_type;job_title;salary_currency;employee_residence;remote_ratio;company_location;company_size;salary;salary_in_usd
2023;SE;FT;Research Scientist;USD;US;0;US;M;215000;215000
2023;SE;FT;Research Scientist;USD;US;0;US;M;146300;146300
2023;EN;FT;AI Developer;EUR;DE;100;DE;L;200000;214618
2023;MI;FT;Data Engineer;USD;MX;100;MX;M;72000;72000
2023;MI;FT;Data Engineer;USD;MX;100;MX;M;60000;60000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;153400;153400
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;122700;122700
2023;MI;FT;Data Engineer;USD;US;0;US;M;260000;260000
2023;MI;FT;Data Engineer;USD;US;0;US;M;175000;175000
2023;SE;FT;Data Scientist;USD;US;100;US;M;186300;186300
2023;SE;FT;Data Scientist;USD;US;100;US;M;123900;123900
2023;MI;FT;Research Scientist;USD;US;100;US;M;340000;340000
2023;MI;FT;Research Scientist;USD;US;100;US;M;150000;150000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;153400;153400
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;122700;122700
2023;MI;FT;Data Engineer;USD;US;0;US;M;250000;250000
2023;MI;FT;Data Engineer;USD;US;0;US;M;175000;175000
2023;MI;FT;Data Scientist;EUR;FR;50;FR;M;60000;64385
2023;SE;FT;Data Analyst;USD;US;0;US;M;185900;185900
2023;SE;FT;Data Analyst;USD;US;0;US;M;121700;121700
2023;SE;FT;Data Analyst;USD;US;0;US;M;153600;153600
2023;SE;FT;Data Analyst;USD;US;0;US;M;106800;106800
2023;SE;FL;Software Data Engineer;USD;NG;50;AU;M;50000;50000
2023;EN;FT;Data Analyst;USD;UZ;100;US;L;100000;100000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;247500;247500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;172200;172200
2023;EX;FT;Data Engineer;USD;US;100;US;M;310000;310000
2023;EX;FT;Data Engineer;USD;US;100;US;M;239000;239000
2023;SE;FT;Data Analyst;USD;US;0;US;M;125000;125000
2023;SE;FT;Data Analyst;USD;US;0;US;M;110000;110000
2023;EN;FT;Data Analyst;USD;US;0;US;M;150000;150000
2023;EN;FT;Data Analyst;USD;US;0;US;M;100000;100000
2023;SE;FT;Data Scientist;USD;US;0;US;M;149076;149076
2023;SE;FT;Data Scientist;USD;US;0;US;M;82365;82365
2023;MI;FT;Data Engineer;USD;US;0;US;M;146000;146000
2023;MI;FT;Data Engineer;USD;US;0;US;M;75000;75000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;139500;139500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;109400;109400
2023;SE;FT;Data Engineer;USD;US;0;US;M;139500;139500
2023;SE;FT;Data Engineer;USD;US;0;US;M;109400;109400
2023;MI;FT;Data Engineer;USD;US;0;US;M;149600;149600
2023;MI;FT;Data Engineer;USD;US;0;US;M;102000;102000
2023;MI;FT;Data Analyst;GBP;GB;0;GB;M;80000;97218
2023;MI;FT;Data Analyst;GBP;GB;0;GB;M;40000;48609
2023;SE;FT;Data Engineer;USD;US;0;US;M;252000;252000
2023;SE;FT;Data Engineer;USD;US;0;US;M;129000;129000
2023;SE;FT;Data Analyst;USD;US;0;US;M;95000;95000
2023;SE;FT;Data Analyst;USD;US;0;US;M;85500;85500
2023;SE;FT;Data Analyst;USD;US;0;US;M;185900;185900
2023;SE;FT;Data Analyst;USD;US;0;US;M;121700;121700
2023;EN;FT;Research Scientist;USD;US;0;US;M;150000;150000
2023;EN;FT;Research Scientist;USD;US;0;US;M;100000;100000
2023;MI;FT;Data Engineer;USD;US;0;US;M;145000;145000
2023;MI;FT;Data Engineer;USD;US;0;US;M;125000;125000
2023;MI;FT;Data Scientist;USD;US;100;US;M;150000;150000
2023;MI;FT;Data Scientist;USD;US;100;US;M;97750;97750
2023;SE;FT;Data Scientist;USD;US;0;US;M;201000;201000
2023;SE;FT;Data Scientist;USD;US;0;US;M;122000;122000
2023;SE;FT;Data Engineer;USD;US;0;US;M;252000;252000
2023;SE;FT;Data Engineer;USD;US;0;US;M;129000;129000
2023;SE;FT;Data Analyst;USD;US;100;US;M;120000;120000
2023;SE;FT;Data Analyst;USD;US;100;US;M;75000;75000
2023;MI;FT;Data Scientist;USD;US;100;US;M;116990;116990
2023;MI;FT;Data Scientist;USD;US;100;US;M;82920;82920
2023;SE;FT;Data Scientist;USD;US;0;US;M;185900;185900
2023;SE;FT;Data Scientist;USD;US;0;US;M;129300;129300
2023;MI;FT;Machine Learning Scientist;USD;US;0;US;S;200000;200000
2023;MI;FT;Machine Learning Scientist;USD;US;0;US;S;125000;125000
2023;SE;FT;Data Scientist;USD;US;0;US;M;201000;201000
2023;SE;FT;Data Scientist;USD;US;0;US;M;122000;122000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;204500;204500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;142200;142200
2023;SE;FT;Data Manager;USD;US;0;US;M;155000;155000
2023;SE;FT;Data Manager;USD;US;0;US;M;140000;140000
2023;MI;FT;Machine Learning Infrastructure Engineer;USD;US;0;US;M;205920;205920
2023;MI;FT;Machine Learning Infrastructure Engineer;USD;US;0;US;M;171600;171600
2023;SE;FT;Data Engineer;USD;US;100;US;M;121500;121500
2023;SE;FT;Data Engineer;USD;US;100;US;M;78000;78000
2023;MI;FT;Data Engineer;USD;US;0;US;M;154000;154000
2023;MI;FT;Data Engineer;USD;US;0;US;M;116000;116000
2023;SE;FT;Data Scientist;USD;US;0;US;M;190000;190000
2023;SE;FT;Data Scientist;USD;US;0;US;M;136000;136000
2023;MI;FT;Data Analyst;GBP;GB;100;GB;M;65000;78990
2023;MI;FT;Data Analyst;GBP;GB;100;GB;M;36050;43809
2023;SE;FT;Data Analyst;USD;US;0;US;M;180000;180000
2023;SE;FT;Data Analyst;USD;US;0;US;M;110000;110000
2023;SE;FT;Data Scientist;USD;US;100;US;M;275300;275300
2023;SE;FT;Data Scientist;USD;US;100;US;M;183000;183000
2023;SE;FT;Data Engineer;USD;US;0;US;M;170000;170000
2023;SE;FT;Data Engineer;USD;US;0;US;M;140000;140000
2023;SE;FT;Data Engineer;USD;US;0;US;M;154000;154000
2023;SE;FT;Data Engineer;USD;US;0;US;M;116000;116000
2023;SE;FT;Data Engineer;USD;US;100;US;M;160000;160000
2023;SE;FT;Data Engineer;USD;US;100;US;M;130000;130000
2023;MI;FT;Data Engineer;USD;US;0;US;M;200000;200000
2023;MI;FT;Data Engineer;USD;US;0;US;M;120000;120000
2023;SE;FT;Data Scientist;USD;US;100;US;M;175000;175000
2023;SE;FT;Data Scientist;USD;US;100;US;M;160000;160000
2023;MI;FT;Data Engineer;GBP;GB;0;GB;M;105000;127599
2023;MI;FT;Data Engineer;GBP;GB;0;GB;M;85000;103294
2023;SE;FT;Data Engineer;USD;US;0;US;M;153600;153600
2023;SE;FT;Data Engineer;USD;US;0;US;M;106800;106800
2023;EN;FT;Data Analyst;USD;US;100;US;M;85000;85000
2023;EN;FT;Data Analyst;USD;US;100;US;M;75000;75000
2023;SE;FT;Data Scientist;USD;US;0;US;M;225000;225000
2023;SE;FT;Data Scientist;USD;US;0;US;M;156400;156400
2023;SE;FT;Analytics Engineer;USD;US;0;US;M;150000;150000
2023;SE;FT;Analytics Engineer;USD;US;0;US;M;120000;120000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;163800;163800
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;126000;126000
2023;SE;FT;Data Analyst;USD;US;100;US;M;145000;145000
2023;SE;FT;Data Analyst;USD;US;100;US;M;90000;90000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;204500;204500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;142200;142200
2023;SE;FT;Data Analyst;USD;US;0;US;M;95000;95000
2023;SE;FT;Data Analyst;USD;US;0;US;M;85500;85500
2023;SE;FT;Data Engineer;USD;US;0;US;M;167500;167500
2023;SE;FT;Data Engineer;USD;US;0;US;M;106500;106500
2023;SE;FT;Data Engineer;USD;US;0;US;M;163800;163800
2023;SE;FT;Data Engineer;USD;US;0;US;M;126000;126000
2023;MI;FT;Data Analytics Manager;USD;US;0;US;M;155000;155000
2023;MI;FT;Data Analytics Manager;USD;US;0;US;M;140000;140000
2023;SE;FT;Research Scientist;USD;US;0;US;M;250000;250000
2023;SE;FT;Research Scientist;USD;US;0;US;M;200000;200000
2023;SE;FT;Data Scientist;USD;US;0;US;M;260000;260000
2023;SE;FT;Data Scientist;USD;US;0;US;M;186000;186000
2023;SE;FT;Data Engineer;USD;US;100;US;M;160000;160000
2023;SE;FT;Data Engineer;USD;US;100;US;M;130000;130000
2023;SE;FT;Research Scientist;USD;US;0;US;M;200000;200000
2023;SE;FT;Research Scientist;USD;US;0;US;M;150000;150000
2023;SE;FT;Data Scientist;EUR;ES;0;ES;M;45000;48289
2023;SE;FT;Data Scientist;EUR;ES;0;ES;M;36000;38631
2023;SE;FT;Data Scientist;USD;US;0;US;M;150000;150000
2023;SE;FT;Data Scientist;USD;US;0;US;M;120000;120000
2023;EN;FT;Data Analyst;USD;IN;50;IN;M;30000;30000
2023;MI;FT;Research Scientist;USD;US;0;US;M;185000;185000
2023;MI;FT;Research Scientist;USD;US;0;US;M;125000;125000
2022;EN;PT;Data Analyst;USD;US;100;US;S;34320;34320
2022;MI;FT;Business Data Analyst;BRL;BR;100;BR;M;48000;9289
2023;SE;FT;Head of Data;EUR;PT;100;PT;L;70000;75116
2022;EX;FT;Data Science Manager;USD;UZ;0;RU;L;106000;106000
2023;SE;FT;Data Analyst;USD;US;100;US;M;175000;175000
2023;SE;FT;Data Analyst;USD;US;100;US;M;130000;130000
2023;SE;FT;Data Analyst;USD;US;100;US;M;122000;122000
2023;SE;FT;Data Analyst;USD;US;100;US;M;93800;93800
2023;SE;FT;Data Science Manager;USD;MX;100;MX;M;150000;150000
2023;SE;FT;Data Science Manager;USD;MX;100;MX;M;90000;90000
2023;SE;FT;Data Analyst;USD;US;100;US;M;165000;165000
2023;SE;FT;Data Analyst;USD;US;100;US;M;112000;112000
2023;EN;FT;Computer Vision Engineer;USD;US;0;US;M;220000;220000
2023;SE;FT;BI Data Analyst;EUR;DE;100;DE;M;67000;71897
2023;EN;FT;AI Developer;EUR;DE;0;DE;M;60000;64385
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;204500;204500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;142200;142200
2023;SE;FT;Data Analyst;INR;IN;100;IN;S;1300000;15806
2023;MI;FT;Machine Learning Engineer;USD;US;0;US;M;200000;200000
2023;MI;FT;Machine Learning Engineer;USD;US;0;US;M;175000;175000
2023;SE;FT;Data Engineer;USD;US;0;US;M;185900;185900
2023;SE;FT;Data Engineer;USD;US;0;US;M;129300;129300
2023;SE;FT;Data Analyst;USD;US;0;US;M;185900;185900
2023;SE;FT;Data Analyst;USD;US;0;US;M;121700;121700
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;204500;204500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;142200;142200
2023;MI;FT;Data Scientist;USD;FR;50;FR;L;40000;40000
2023;SE;FT;Data Science Consultant;THB;TH;50;TH;M;1000000;29453
2023;SE;FT;Data Analyst;USD;US;0;US;M;180180;180180
2023;SE;FT;Data Analyst;USD;US;0;US;M;106020;106020
2023;SE;FT;Data Scientist;USD;US;100;US;M;136000;136000
2023;SE;FT;Data Scientist;USD;US;100;US;M;104000;104000
2023;SE;FT;Data Analyst;USD;US;0;US;M;125000;125000
2023;SE;FT;Data Analyst;USD;US;0;US;M;110000;110000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;153400;153400
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;122700;122700
2023;EX;FT;Data Engineer;USD;US;100;US;M;310000;310000
2023;EX;FT;Data Engineer;USD;US;100;US;M;239000;239000
2023;SE;FT;Data Analyst;USD;US;0;US;M;152380;152380
2023;SE;FT;Data Analyst;USD;US;0;US;M;121904;121904
2023;SE;FT;Data Scientist;USD;US;0;US;M;185900;185900
2023;SE;FT;Data Scientist;USD;US;0;US;M;129300;129300
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;247500;247500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;172200;172200
2023;SE;FT;Data Architect;USD;US;0;US;M;168400;168400
2023;SE;FT;Data Architect;USD;US;0;US;M;105200;105200
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;128280;128280
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;106900;106900
2022;SE;FT;Lead Data Scientist;USD;US;100;US;L;192000;192000
2023;MI;FT;Data Engineer;USD;US;0;US;M;140000;140000
2023;MI;FT;Data Engineer;USD;US;0;US;M;100000;100000
2023;SE;FT;Research Engineer;EUR;DE;100;DE;S;100000;107309
2023;SE;FT;Research Engineer;EUR;DE;100;DE;S;80000;85847
2023;SE;FT;Machine Learning Engineer;USD;DE;0;DE;M;275000;275000
2023;SE;FT;Machine Learning Engineer;USD;DE;0;DE;M;174000;174000
2023;SE;FT;Data Engineer;USD;US;0;US;M;139500;139500
2023;SE;FT;Data Engineer;USD;US;0;US;M;109400;109400
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;139500;139500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;109400;109400
2023;SE;FT;Data Analyst;USD;US;100;US;M;170500;170500
2023;SE;FT;Data Analyst;USD;US;100;US;M;85000;85000
2023;SE;FT;Data Manager;GBP;GB;0;GB;M;60027;72946
2023;SE;FT;Data Manager;GBP;GB;0;GB;M;44737;54365
2023;EX;FT;Head of Data Science;GBP;GB;0;GB;M;131899;160288
2023;EX;FT;Head of Data Science;GBP;GB;0;GB;M;104891;127467
2023;SE;FT;Data Engineer;USD;US;0;US;M;80000;80000
2023;SE;FT;Data Engineer;USD;US;0;US;M;65000;65000
2023;SE;FT;Data Engineer;USD;US;0;US;M;124740;124740
2023;SE;FT;Data Engineer;USD;US;0;US;M;65488;65488
2023;SE;FT;Data Quality Analyst;USD;US;0;US;M;72200;72200
2023;SE;FT;Data Quality Analyst;USD;US;0;US;M;64980;64980
2023;SE;FT;Data Engineer;USD;US;0;US;M;153600;153600
2023;SE;FT;Data Engineer;USD;US;0;US;M;106800;106800
2023;SE;FT;Data Analyst;USD;US;100;US;M;179975;179975
2023;SE;FT;Data Analyst;USD;US;100;US;M;86466;86466
2023;SE;FT;Data Engineer;USD;US;0;US;M;120000;120000
2023;SE;FT;Data Engineer;USD;US;0;US;M;90000;90000
2023;MI;FT;Insight Analyst;GBP;GB;0;GB;M;42000;51039
2023;MI;FT;Insight Analyst;GBP;GB;0;GB;M;35000;42533
2023;SE;FT;Data Scientist;USD;US;0;US;M;149076;149076
2023;SE;FT;Data Scientist;USD;US;0;US;M;82365;82365
2023;SE;FT;Data Analyst;USD;US;0;US;M;169000;169000
2023;SE;FT;Data Analyst;USD;US;0;US;M;110600;110600
2023;SE;FT;Data Science Manager;USD;US;0;US;M;175000;175000
2023;SE;FT;Data Science Manager;USD;US;0;US;M;120000;120000
2023;SE;FT;Data Analyst;USD;US;0;US;M;230000;230000
2023;SE;FT;Data Analyst;USD;US;0;US;M;180000;180000
2023;SE;FT;Data Analyst;USD;US;0;US;M;153600;153600
2023;SE;FT;Data Analyst;USD;US;0;US;M;106800;106800
2023;SE;FT;Data Manager;USD;US;0;US;M;140000;140000
2023;SE;FT;Data Manager;USD;US;0;US;M;120000;120000
2023;SE;FT;Machine Learning Infrastructure Engineer;USD;US;0;US;M;205920;205920
2023;SE;FT;Machine Learning Infrastructure Engineer;USD;US;0;US;M;171600;171600
2023;SE;FT;Data Analyst;USD;US;100;US;M;165000;165000
2023;SE;FT;Data Analyst;USD;US;100;US;M;125000;125000
2023;SE;FT;Data Engineer;USD;US;0;US;M;265000;265000
2023;SE;FT;Data Engineer;USD;US;0;US;M;185000;185000
2023;MI;FT;Applied Machine Learning Engineer;USD;US;0;US;M;130000;130000
2022;EN;FT;Data Scientist;USD;US;100;US;M;168000;168000
2023;MI;FT;AI Scientist;EUR;ES;50;ES;L;36000;38631
2023;SE;FT;Data Analyst;USD;US;0;US;M;95000;95000
2023;SE;FT;Data Analyst;USD;US;0;US;M;85500;85500
2023;SE;FT;Data Scientist;USD;US;0;US;M;147100;147100
2023;SE;FT;Data Scientist;USD;US;0;US;M;90700;90700
2023;SE;FT;Data Engineer;USD;US;0;US;M;167580;167580
2023;SE;FT;Data Engineer;USD;US;0;US;M;87980;87980
2023;SE;FT;Data Engineer;USD;US;100;US;M;202000;202000
2023;SE;FT;Data Engineer;USD;US;100;US;M;135000;135000
2023;SE;FT;Data Engineer;USD;US;0;US;M;163800;163800
2023;SE;FT;Data Engineer;USD;US;0;US;M;126000;126000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;163800;163800
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;126000;126000
2023;SE;FT;Data Engineer;USD;US;100;US;M;104000;104000
2023;SE;FT;Data Engineer;USD;US;100;US;M;65000;65000
2023;SE;FT;Research Engineer;USD;US;0;US;M;230000;230000
2023;SE;FT;Research Engineer;USD;US;0;US;M;148000;148000
2023;SE;FT;Machine Learning Engineer;USD;CA;100;CA;M;269000;269000
2023;SE;FT;Machine Learning Engineer;USD;CA;100;CA;M;158000;158000
2023;SE;FT;Analytics Engineer;USD;US;0;US;M;197000;197000
2023;SE;FT;Analytics Engineer;USD;US;0;US;M;106000;106000
2023;MI;FT;Deep Learning Engineer;USD;US;100;US;M;150000;150000
2023;MI;FT;Deep Learning Engineer;USD;US;100;US;M;100000;100000
2023;SE;FT;Data Engineer;USD;US;100;US;M;290000;290000
2023;SE;FT;Data Engineer;USD;US;100;US;M;210000;210000
2023;SE;FT;Data Engineer;USD;US;0;US;M;192000;192000
2023;SE;FT;Data Engineer;USD;US;0;US;M;172800;172800
2023;SE;FT;Data Scientist;USD;US;0;US;M;300240;300240
2023;SE;FT;Data Scientist;USD;US;0;US;M;200160;200160
2023;SE;FT;Data Scientist;USD;US;0;US;M;300240;300240
2023;SE;FT;Data Scientist;USD;US;0;US;M;200160;200160
2023;SE;FT;Analytics Engineer;USD;US;0;US;M;175000;175000
2023;SE;FT;Analytics Engineer;USD;US;0;US;M;140000;140000
2023;SE;FT;Data Manager;USD;US;0;US;M;169000;169000
2023;SE;FT;Data Manager;USD;US;0;US;M;100000;100000
2023;SE;FT;Data Scientist;USD;US;0;US;M;370000;370000
2023;SE;FT;Data Scientist;USD;US;0;US;M;245000;245000
2023;MI;FT;Data Engineer;GBP;GB;100;GB;L;95000;115447
2023;SE;FT;Data Analyst;USD;US;100;US;S;110000;110000
2023;SE;FT;Data Analyst;USD;US;100;US;S;80000;80000
2023;EN;FT;Data Analyst;USD;US;0;US;M;55000;55000
2023;EN;FT;Data Analyst;USD;US;0;US;M;48000;48000
2023;SE;FT;Data Analyst;USD;US;0;US;M;95000;95000
2023;SE;FT;Data Analyst;USD;US;0;US;M;85000;85000
2023;SE;FT;Data Engineer;USD;US;100;US;M;137500;137500
2023;SE;FT;Data Engineer;USD;US;100;US;M;81500;81500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;323300;323300
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;184700;184700
2021;MI;FT;AI Scientist;USD;GH;0;GH;S;30000;30000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;186000;186000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;153088;153088
2023;MI;FT;Data Infrastructure Engineer;USD;US;100;US;M;190000;190000
2023;MI;FT;Data Infrastructure Engineer;USD;US;100;US;M;160000;160000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;200000;200000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;150000;150000
2023;MI;FT;Data Infrastructure Engineer;USD;US;0;US;M;190000;190000
2023;MI;FT;Data Infrastructure Engineer;USD;US;0;US;M;183310;183310
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;240000;240000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;180000;180000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;200000;200000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;150000;150000
2023;SE;FT;Data Science Manager;USD;US;0;US;M;299500;299500
2023;SE;FT;Data Science Manager;USD;US;0;US;M;245100;245100
2023;SE;FT;Data Engineer;USD;US;100;US;M;144000;144000
2023;SE;FT;Data Engineer;USD;US;100;US;M;66000;66000
2023;MI;FT;Machine Learning Engineer;USD;US;0;US;M;148500;148500
2023;MI;FT;Machine Learning Engineer;USD;US;0;US;M;126277;126277
2023;SE;FT;Data Architect;USD;US;0;US;M;228000;228000
2023;SE;FT;Data Architect;USD;US;0;US;M;120000;120000
2023;SE;FT;Machine Learning Software Engineer;USD;US;0;US;M;180000;180000
2023;SE;FT;Machine Learning Software Engineer;USD;US;0;US;M;90000;90000
2023;SE;FT;Data Scientist;USD;US;0;US;M;126500;126500
2023;SE;FT;Data Scientist;USD;US;0;US;M;78000;78000
2023;SE;FT;Data Engineer;USD;US;0;US;M;180000;180000
2023;SE;FT;Data Engineer;USD;US;0;US;M;160000;160000
2023;SE;FT;Machine Learning Software Engineer;USD;US;0;US;M;272000;272000
2023;SE;FT;Machine Learning Software Engineer;USD;US;0;US;M;170000;170000
2023;MI;FT;Data Analyst;USD;US;0;US;M;80000;80000
2023;MI;FT;Data Analyst;USD;US;0;US;M;60000;60000
2023;SE;FT;Data Engineer;USD;US;100;US;M;259000;259000
2023;SE;FT;Data Engineer;USD;US;100;US;M;146000;146000
2023;SE;FT;Data Engineer;USD;US;0;US;M;200000;200000
2023;SE;FT;Data Engineer;USD;US;0;US;M;160000;160000
2023;EX;FT;Data Engineer;USD;US;100;US;M;310000;310000
2023;EX;FT;Data Engineer;USD;US;100;US;M;239000;239000
2023;SE;FT;Data Analyst;USD;US;100;US;M;142000;142000
2023;SE;FT;Data Analyst;USD;US;100;US;M;95000;95000
2023;SE;FT;Data Scientist;USD;US;0;US;M;155000;155000
2023;SE;FT;Data Scientist;USD;US;0;US;M;139500;139500
2023;MI;FT;Data Engineer;USD;US;100;US;M;140000;140000
2023;MI;FT;Data Engineer;USD;US;100;US;M;120000;120000
2023;SE;FT;Data Engineer;USD;US;100;US;M;259000;259000
2023;SE;FT;Data Engineer;USD;US;100;US;M;146000;146000
2023;MI;FT;Data Analyst;GBP;HR;0;HR;M;90000;109371
2023;MI;FT;Data Analyst;GBP;HR;0;HR;M;60000;72914
2023;EN;PT;Data Analyst;PLN;PL;100;IN;L;78000;17779
2023;EN;FT;Data Scientist;BRL;BR;100;BR;L;101400;19522
2023;SE;FT;Data Science Lead;USD;US;0;US;M;247500;247500
2023;SE;FT;Data Science Lead;USD;US;0;US;M;172200;172200
2023;SE;FT;Data Scientist;USD;US;0;US;M;225000;225000
2023;SE;FT;Data Scientist;USD;US;0;US;M;156400;156400
2023;SE;FT;Data Engineer;USD;US;0;US;M;139500;139500
2023;SE;FT;Data Engineer;USD;US;0;US;M;109400;109400
2023;MI;FT;Data Engineer;USD;US;0;US;M;125000;125000
2023;MI;FT;Data Engineer;USD;US;0;US;M;90000;90000
2023;SE;FT;Machine Learning Infrastructure Engineer;EUR;FR;100;FR;M;100000;107309
2023;SE;FT;Machine Learning Infrastructure Engineer;EUR;FR;100;FR;M;70000;75116
2023;SE;FT;Data Scientist;USD;US;0;US;M;185900;185900
2023;SE;FT;Data Scientist;USD;US;0;US;M;129300;129300
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;139500;139500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;109400;109400
2023;SE;FT;Data Analyst;USD;US;100;US;M;120000;120000
2023;SE;FT;Data Analyst;USD;US;100;US;M;75000;75000
2023;SE;FT;Data Analyst;USD;US;0;US;M;169000;169000
2023;SE;FT;Data Analyst;USD;US;0;US;M;110600;110600
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;288000;288000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;140000;140000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;288000;288000
2023;SE;FT;Machine Learning Engineer;USD;US;100;US;M;140000;140000
2023;MI;FT;Data Engineer;USD;US;0;US;M;120000;120000
2023;MI;FT;Data Engineer;USD;US;0;US;M;90000;90000
2023;MI;FT;Data Science Lead;GBP;GB;0;GB;M;60000;72914
2023;MI;FT;Data Science Lead;GBP;GB;0;GB;M;50000;60761
2023;SE;FT;Data Scientist;USD;US;100;US;M;215050;215050
2023;SE;FT;Data Scientist;USD;US;100;US;M;156400;156400
2023;SE;FT;Data Architect;USD;US;100;US;M;198000;198000
2023;SE;FT;Data Architect;USD;US;100;US;M;114000;114000
2023;EN;FT;Data Analyst;USD;US;100;US;M;75000;75000
2023;EN;FT;Data Analyst;USD;US;100;US;M;60000;60000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;204500;204500
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;142200;142200
2023;SE;FT;Data Scientist;USD;US;100;US;M;209300;209300
2023;SE;FT;Data Scientist;USD;US;100;US;M;182200;182200
2023;SE;FT;Data Manager;USD;US;0;US;M;140000;140000
2023;SE;FT;Data Manager;USD;US;0;US;M;120000;120000
2022;EN;FT;Data Scientist;USD;US;0;US;M;85000;85000
2023;MI;FT;Machine Learning Engineer;GBP;GB;100;GB;M;40000;48609
2023;EN;FT;Research Engineer;USD;GB;100;GB;M;120000;120000
2023;EN;FT;Research Engineer;USD;GB;100;GB;M;60000;60000
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;147100;147100
2023;SE;FT;Machine Learning Engineer;USD;US;0;US;M;90700;90700
2023;SE;FT;Data Engineer;USD;US;0;US;M;230000;230000
2023;SE;FT;Data Engineer;USD;US;0;US;M;170000;170000
2023;SE;FT;Data Analyst;USD;US;0;US;M;227000;227000
2023;SE;FT;Data Analyst;USD;US;0;US;M;108000;108000
2023;SE;FT;Data Engineer;USD;US;100;US;M;180000;180000
2023;SE;FT;Data Engineer;USD;US;100;US;M;160000;160000
2023;SE;FT;Data Architect;USD;US;100;US;M;180000;180000
2023;SE;FT;Data Architect;USD;US;100;US;M;160000;160000
2023;SE;FT;Data Engineer;USD;US;0;US;M;180000;180000
2023;SE;FT;Data Engineer;USD;US;0;US;M;130000;130000
2023;SE;FT;Data Analyst;EUR;ES;100;ES;M;52000;55800
2023;SE;FT;Data Analyst;EUR;ES;100;ES;M;48000;51508
2023;EN;FT;Data Analyst;USD;US;100;US;L;60000;60000
2023;EN;FT;Data Analyst;USD;KW;50;US;L;50000;50000
2023;SE;FT;Data Engineer;USD;US;0;US;M;226700;226700
2023;SE;FT;Data Engineer;USD;US;0;US;M;133300;133300
2023;SE;FT;Data Engineer;USD;US;0;US;M;252000;252000
2023;SE;FT;Data Engineer;USD;US;0;US;M;129000;129000
2023;SE;FT;Big Data Architect;GBP;GB;100;GB;L;124999;151902
2023;EN;FT;Data Scientist;INR;IN;0;IN;L;800000;9727
2023;SE;FT;Data Analyst;USD;US;0;US;M;80000;80000
2023;SE;FT;Data Analyst;USD;US;0;US;M;52500;52500
2023;SE;FT;Data Engineer;USD;US;100;US;M;250000;250000
2023;SE;FT;Data Engineer;USD;US;100;US;M;162500;162500
2023;EN;FT;Data Analyst;USD;US;100;US;M;85000;85000
2023;EN;FT;Data Analyst;USD;US;100;US;M;75000;75000
2023;SE;FT;Data Analyst;USD;US;0;US;M;153600;153600
2023;SE;FT;Data Analyst;USD;US;0;US;M;106800;106800
2023;MI;FT;Data Analyst;USD;US;0;US;M;165000;165000
